Id,SalePrice
2658,156295.44626765116
2718,204015.45347894914
2414,196789.01353362435
1989,130160.09328041482
625,184056.2720560932
333,89424.06019908609
1327,112279.62430362939
858,143193.59345445177
95,205064.75637616985
1568,166927.47316757403
2482,170887.3208190475
1364,146047.63503468875
2584,163579.1809529243
818,274512.8894185228
2673,172787.17338928184
2089,139620.73128362047
1297,156218.831084023
790,114847.27967520687
2616,200553.90362407523
720,205102.809417031
222,133808.97638527886
557,120303.12587103178
1148,200471.47075321828
2766,146336.31759782042
534,209295.6458087368
1452,110654.96201381902
630,129849.90348550002
2648,134991.20131196245
125,154829.98180080974
1904,19147.4945458367
1670,96096.81399762235
756,96099.96731820819
717,262173.1093334416
1032,152149.60302009387
852,227400.59306037053
1731,195095.64756578766
2639,123887.63227478066
2071,82172.41105425055
1267,116721.60309132515
1851,208337.07623902312
567,167535.43760402245
2439,220821.44994831318
1898,164023.79197178897
647,148768.35789719503
2256,222979.4252913075
979,103936.91674679983
1444,222424.19937487738
2485,111863.7616727734
157,119954.99047773518
88,116087.73434763285
2003,106577.7211315271
186,222191.62808272662
1425,273011.0996449026
2695,130046.55889043747
738,116447.32505860925
395,162620.88115410297
1353,172102.41052522766
1878,144637.28963383264
390,179577.13527261186
1456,234130.31218334916
1103,306522.9498541674
1387,121698.8625699107
2070,153298.40150368493
1199,193602.83646908985
2479,177845.4879717615
501,314506.1550233781
2362,74354.05187954754
1718,201853.38118809392
2188,52068.67775672837
1483,160433.29875381244
2557,79767.92231703969
437,299522.8788514612
2224,202505.18150756182
1628,188277.15955468174
397,131393.384465341
587,217239.34070302523
971,175304.94875938538
2611,161728.8234380402
1887,90833.42344913329
2399,323336.13408537465
2148,220467.97844867734
304,130939.47273337352
1997,129647.22199411131
2817,114307.95316090039
1431,183835.61215017643
427,323225.8769133261
263,121931.24317157152
598,186542.8679187398
2895,267126.3255461282
687,175455.32810422336
1822,128217.92307035532
2191,104202.95867593982
179,146677.9430115393
1009,209260.75997971254
2010,118996.47731982125
1991,148642.75844456628
1411,145544.07931827148
1721,251651.93413740373
1144,190671.2902887566
593,225073.58032464655
575,268700.46350944345
1249,196776.68868768704
1604,119562.48329267022
1064,394335.91516425926
1923,148241.95144705498
1988,94636.70305837109
2325,173891.77712637186
114,193353.94165929873
2700,209318.62110547535
217,140596.44760678918
343,198397.0088248304
386,243143.16631277488
2005,110979.304354697
2908,135838.72213270422
1814,214032.40764354565
2446,442532.6237837605
208,151511.3201249421
1679,138904.49941236642
822,310477.33979648934
6,185958.82144862833
1781,365212.34820352844
2397,297898.0224584304
2340,285808.5883330691
1618,171921.75119510735
2843,133803.9145135826
1061,329568.11141432286
2786,109154.55650654715
1935,128175.67576706805
1341,115798.21535493084
521,288599.5438658057
2136,132873.47645875183
996,186970.84824525728
227,140525.59015566134
135,168244.31381940213
1167,185432.88532032305
294,232095.51985610626
1776,213308.01169269346
540,200842.39829561347
1717,201853.38118809392
2303,110316.8287518383
116,190229.00827820995
127,126763.18016680982
1371,145349.6048044297
1014,175649.31108629424
1507,102589.65032007755
702,171346.56855184864
750,162457.07771998062
261,156096.0845471695
1559,57836.87382503855
577,229705.92097975314
2812,213318.42389043188
2080,154131.48737946292
1368,133368.79840332316
2376,109752.83830775297
659,105171.86280798237
1235,122152.6437956621
332,74142.38765652152
1917,139628.83104006597
2094,240848.32306533912
1460,283254.0745956113
1471,206377.2262334174
1509,123203.20983769163
1922,131727.5692600638
433,396033.22053634515
460,280471.31425535167
1116,278637.08710312773
1137,180570.0697764915
53,195893.83926498517
2354,241741.15747562423
1475,217262.14432560955
1761,432436.92397515033
842,143183.2946221328
2739,166590.60419032653
2509,178868.2485686047
1007,212636.88529722928
2610,182428.92438854836
